id,model_type,model_code,model_name,is_default,is_enabled,config_json,doc_link,remark,sort,creator,create_date,updater,update_date
ASR_GoogleGenAI,ASR,GoogleGenAIASR,Gemini Live语音识别,0,1,"{""type"": ""google_genai"", ""backend"": ""gemini"", ""api_key"": """", ""model"": ""gemini-live-2.5-flash-preview"", ""api_version"": ""v1alpha"", ""base_url"": """", ""sample_rate"": 16000}",https://ai.google.dev/gemini-api/docs/live,"Google GenAI Live ASR配置说明：
1. backend 可选 gemini 或 vertex
2. gemini 需要 api_key，vertex 需要 project 与 location（请在配置中补充）
3. model 使用 Gemini Live 系列模型
4. sample_rate 与设备输入采样率保持一致
",0,,,,
ASR_SherpaASR,ASR,SherpaASR,Sherpa语音识别,0,0,"{""type"": ""sherpa_onnx_local"", ""model_dir"": ""models/sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17"", ""output_dir"": ""tmp/""}",https://github.com/k2-fsa/sherpa-onnx,"SherpaASR配置说明：
1. 运行时自动下载模型文件到models/sherpa-onnx-sense-voice-zh-en-ja-ko-yue-2024-07-17目录
2. 支持中文、英文、日语、韩语、粤语等多种语言
3. 本地推理，无需网络连接
4. 输出文件保存在tmp/目录",2,,,,
ASR_TencentASR,ASR,TencentASR,腾讯语音识别,0,0,"{""type"": ""tencent"", ""appid"": """", ""secret_id"": """", ""output_dir"": ""tmp/"", ""secret_key"": ""你的secret_key""}",https://console.cloud.tencent.com/cam/capi,"腾讯ASR配置说明：
1. 需要在腾讯云控制台创建应用并获取appid、secret_id和secret_key
2. 支持中文语音识别
3. 需要网络连接
4. 输出文件保存在tmp/目录
申请步骤：
1. 访问 https://console.cloud.tencent.com/cam/capi 获取密钥
2. 访问 https://console.cloud.tencent.com/asr/resourcebundle 领取免费资源
3. 获取appid、secret_id和secret_key
4. 填入配置文件中",4,,,,
Intent_function_call,Intent,function_call,函数调用意图识别,0,1,"{""type"": ""function_call""}",,"函数调用意图识别配置说明：
1. 使用LLM的function_call功能进行意图识别
2. 需要所选择的LLM支持function_call
3. 按需调用工具，处理速度快",3,,,,
Intent_intent_llm,Intent,intent_llm,LLM意图识别,0,1,"{""llm"": ""LLM_ChatGLMLLM"", ""type"": ""intent_llm""}",,"LLM意图识别配置说明：
1. 使用独立的LLM进行意图识别
2. 默认使用selected_module.LLM的模型
3. 可以配置使用独立的LLM（如免费的ChatGLMLLM）
4. 通用性强，但会增加处理时间
配置说明：
1. 在llm字段中指定使用的LLM模型
2. 如果不指定，则使用selected_module.LLM的模型",2,,,,
Intent_nointent,Intent,nointent,无意图识别,1,0,"{""type"": ""nointent""}",,"无意图识别配置说明：
1. 不进行意图识别
2. 所有对话直接传递给LLM处理
3. 无需额外配置
4. 适合简单对话场景",1,,,,
LLM_AliLLM,LLM,AliLLM,通义千问,1,1,"{""type"": ""openai"", ""top_k"": 20, ""top_p"": 0.9, ""api_key"": ""${OPENAI_API_KEY}"",""base_url"": ""https://dashscope.aliyuncs.com/compatible-mode/v1"", ""max_tokens"": 128, ""model_name"": ""qwen-turbo"", ""temperature"": 0.4, ""frequency_penalty"": 0, ""streamable"": true}",https://bailian.console.aliyun.com/?apiKey=1#/api-key,"通义千问配置说明：
1. 访问 https://bailian.console.aliyun.com/?apiKey=1#/api-key
2. 获取API密钥
3. 填入配置文件中，当前配置使用qwen-turbo模型速度更快，qwen3-max模型效果更好
4. 支持自定义参数：temperature=0.4, max_tokens=128, top_p=0.9, top_k=20, streamable=true",0,,,,
LLM_ChatGLMLLM,LLM,ChatGLMLLM,智谱AI,0,1,"{""type"": ""openai"", ""api_key"": ""${OPENAI_API_KEY}"", ""base_url"": ""https://open.bigmodel.cn/api/paas/v4/"", ""model_name"": ""glm-4-flash""}",https://bigmodel.cn/usercenter/proj-mgmt/apikeys,"ChatGLM配置说明：
1. 访问 https://bigmodel.cn/usercenter/proj-mgmt/apikeys
2. 注册并获取API密钥
3. 填入配置文件中",1,,,,
LLM_CozeLLM,LLM,CozeLLM,Coze,0,1,"{""type"": ""coze"", ""bot_id"": ""你的bot_id"", ""user_id"": ""你的user_id"", ""personal_access_token"": ""你的personal_access_token""}",https://www.coze.cn/open/oauth/pats,"Coze配置说明：
1. 使用Coze平台服务
2. 需要bot_id、user_id和个人令牌
3. 需要网络连接
申请步骤：
1. 访问 https://www.coze.cn/open/oauth/pats
2. 获取个人令牌
3. 手动计算bot_id和user_id
4. 填入配置文件中",9,,,,
LLM_DeepSeekLLM,LLM,DeepSeekLLM,DeepSeek,0,1,"{""type"": ""openai"", ""api_key"": ""${OPENAI_API_KEY}"", ""base_url"": ""https://api.deepseek.com"", ""model_name"": ""deepseek-chat""}",https://platform.deepseek.com/,"DeepSeek配置说明：
1. 访问 https://platform.deepseek.com/
2. 注册并获取API密钥
3. 填入配置文件中",6,,,,
LLM_DifyLLM,LLM,DifyLLM,Dify,0,1,"{""mode"": ""chat-messages"", ""type"": ""dify"", ""api_key"": ""你的api_key"", ""base_url"": ""https://api.dify.ai/v1""}",https://cloud.dify.ai/,"Dify配置说明：
1. 访问 https://cloud.dify.ai/
2. 注册并获取API密钥
3. 填入配置文件中
4. 支持多种对话模式：workflows/run, chat-messages, completion-messages
5. 平台设置的角色定义会失效，需要在Dify控制台设置
注意：建议使用本地部署的Dify接口，国内部分区域访问公有云接口可能受限",7,,,,
LLM_DoubaoLLM,LLM,DoubaoLLM,豆包大模型,0,1,"{""type"": ""openai"", ""api_key"": ""${OPENAI_API_KEY}"", ""base_url"": ""https://ark.cn-beijing.volces.com/api/v3"", ""model_name"": ""doubao-pro-32k-functioncall-241028""}",https://console.volcengine.com/ark/region:ark+cn-beijing/openManagement,"豆包大模型配置说明：
1. 访问 https://console.volcengine.com/ark/region:ark+cn-beijing/openManagement
2. 开通Doubao-1.5-pro服务
3. 访问 https://console.volcengine.com/ark/region:ark+cn-beijing/apiKey 获取API密钥
4. 填入配置文件中
5. 当前建议使用doubao-1-5-pro-32k-250115
注意：有免费额度500000token",5,,,,
LLM_FastgptLLM,LLM,FastgptLLM,FastGPT,0,1,"{""type"": ""fastgpt"", ""api_key"": ""fastgpt-xxx"", ""base_url"": ""https://host/api/v1"", ""variables"": {""k"": ""v"", ""k2"": ""v2""}}",https://cloud.tryfastgpt.ai/account/apikey,"FastGPT配置说明：
1. 使用FastGPT平台服务
2. 需要网络连接
3. 配置文件中的prompt无效，需要在FastGPT控制台设置
4. 支持自定义变量
申请步骤：
1. 访问 https://cloud.tryfastgpt.ai/account/apikey
2. 获取API密钥
3. 填入配置文件中",11,,,,
LLM_OpenAI,LLM,OpenAIGPT,OpenAI GPT,0,1,"{""type"": ""openai"", ""api_key"": ""${OPENAI_API_KEY}"", ""base_url"": ""https://api.openai.com/v1"", ""model_name"": ""gpt-4o-mini"", ""temperature"": 0.6, ""max_tokens"": 4096, ""top_p"": 1, ""top_k"": 0, ""frequency_penalty"": 0}",https://platform.openai.com/docs/models/gpt-4o-mini,"OpenAI GPT-4o-mini配置说明：
1. 默认使用 https://api.openai.com/v1 接口，可改成企业代理或中转。
2. 模型字段填 gpt-4o-mini，兼顾速度与推理质量，支持文本、多模态上下文。
3. 在 https://platform.openai.com/account/api-keys 创建 API Key，配置为 OPENAI_API_KEY 环境变量或在控制台直接填写。
4. temperature、max_tokens、top_p、frequency_penalty、top_k 支持按业务自由调优，默认温度 0.6 适合通用助手场景。",4,,,,
LLM_OpenRouter,LLM,OpenRouter,OpenRouter,0,1,"{""type"": ""openai"", ""api_key"": ""${OPENROUTER_API_KEY}"", ""base_url"": ""https://openrouter.ai/api/v1"", ""model_name"": ""openrouter/openai/gpt-4o-mini"", ""temperature"": 0.6, ""max_tokens"": 4096, ""top_p"": 1, ""frequency_penalty"": 0, ""extra_headers"": {""HTTP-Referer"": ""https://your-service.example"", ""X-Title"": ""Xiaozhi Server""}}",https://openrouter.ai/docs,"OpenRouter GPT-4o-mini配置说明：
1. 通过 https://openrouter.ai/keys 生成 API Key，并填入 OPENROUTER_API_KEY 环境变量或控制台字段。
2. base_url 默认为 https://openrouter.ai/api/v1，模型名写 openrouter/openai/gpt-4o-mini，可按需替换为其他兼容别名。
3. OpenRouter 要求附带 HTTP-Referer 与 X-Title 头标识流量来源，示例值可替换为你的域名与应用名称。
4. 其余温度、max_tokens、top_p、frequency_penalty 参数与 OpenAI 兼容，可按业务调优。",4,,,,
LLM_GeminiLLM,LLM,GeminiLLM,谷歌Gemini,0,1,"{""type"": ""gemini"", ""api_key"": ""你的api_key"", ""http_proxy"": """", ""model_name"": ""gemini-2.0-flash"", ""https_proxy"": """"}",https://aistudio.google.com/apikey,"Gemini配置说明：
1. 使用谷歌Gemini API服务
2. 当前配置使用gemini-2.0-flash模型
3. 需要网络连接
4. 支持配置代理
申请步骤：
1. 访问 https://aistudio.google.com/apikey
2. 创建API密钥
3. 填入配置文件中
注意：若在中国境内使用，请遵守《生成式人工智能服务管理暂行办法》",8,,,,
LLM_LMStudioLLM,LLM,LMStudioLLM,LM Studio,0,1,"{""type"": ""openai"", ""api_key"": ""lm-studio"", ""base_url"": ""http://localhost:1234/v1"", ""model_name"": ""deepseek-r1-distill-llama-8b@q4_k_m""}",https://lmstudio.ai/,"LM Studio配置说明：
1. 使用本地部署的LM Studio服务
2. 当前配置使用deepseek-r1-distill-llama-8b@q4_k_m模型
3. 本地推理，无需网络连接
4. 需要预先下载模型
部署步骤：
1. 安装LM Studio
2. 从社区下载模型
3. 确保服务运行在http://localhost:1234/v1",10,,,,
LLM_OllamaLLM,LLM,OllamaLLM,Ollama本地模型,0,1,"{""type"": ""ollama"", ""base_url"": ""http://localhost:11434"", ""model_name"": ""qwen2.5""}",https://ollama.com/,"Ollama配置说明：
1. 安装Ollama服务
2. 运行命令：ollama pull qwen2.5
3. 确保服务运行在http://localhost:11434",2,,,,
LLM_VolcesAiGatewayLLM,LLM,VolcesAiGatewayTTS,火山引擎边缘大模型网关,0,1,"{""type"": ""openai"", ""api_key"": ""你的网关访问密钥"", ""base_url"": ""https://ai-gateway.vei.volces.com/v1"", ""model_name"": ""doubao-pro-32k-functioncall""}",https://console.volcengine.com/vei/aigateway/,"火山引擎边缘大模型网关LLM配置说明：
1. 使用火山引擎边缘大模型网关服务
2. 需要网关访问密钥
3. 需要网络连接
4. 支持function_call功能
申请步骤：
1. 访问 https://console.volcengine.com/vei/aigateway/
2. 创建网关访问密钥，搜索并勾选 Doubao-pro-32k-functioncall
3. 如果需要使用语音合成，一并勾选 Doubao-语音合成
4. 访问 https://console.volcengine.com/vei/aigateway/tokens-list 获取密钥
5. 填入配置文件中",14,,,,
LLM_XinferenceLLM,LLM,XinferenceLLM,Xinference大模型,0,1,"{""type"": ""xinference"", ""base_url"": ""http://localhost:9997"", ""model_name"": ""qwen2.5:72b-AWQ""}",https://github.com/xorbitsai/inference,"Xinference配置说明：
1. 使用本地部署的Xinference服务
2. 当前配置使用qwen2.5:72b-AWQ模型
3. 本地推理，无需网络连接
4. 需要预先启动对应模型
部署步骤：
1. 安装Xinference
2. 启动服务并加载模型
3. 确保服务运行在http://localhost:9997",12,,,,
LLM_XinferenceSmallLLM,LLM,XinferenceSmallLLM,Xinference小模型,0,1,"{""type"": ""xinference"", ""base_url"": ""http://localhost:9997"", ""model_name"": ""qwen2.5:3b-AWQ""}",https://github.com/xorbitsai/inference,"Xinference小模型配置说明：
1. 使用本地部署的Xinference服务
2. 当前配置使用qwen2.5:3b-AWQ模型
3. 本地推理，无需网络连接
4. 用于意图识别
部署步骤：
1. 安装Xinference
2. 启动服务并加载模型
3. 确保服务运行在http://localhost:9997",13,,,,
Memory_mem_local_short,Memory,mem_local_short,本地短期记忆,0,1,"{""llm"": ""LLM_ChatGLMLLM"", ""type"": ""mem_local_short""}",,"本地短期记忆配置说明：
1. 使用本地存储保存对话历史
2. 通过selected_module的llm总结对话内容
3. 数据保存在本地，不会上传到服务器
4. 适合注重隐私的场景
5. 无需额外配置",2,,,,
Memory_mem0ai,Memory,mem0ai,Mem0AI记忆,0,1,"{""type"": ""mem0ai"", ""api_key"": ""你的api_key""}",https://app.mem0.ai/dashboard/api-keys,"Mem0AI记忆配置说明：
1. 使用Mem0AI服务保存对话历史
2. 需要API密钥
3. 需要网络连接
4. 每月有1000次免费调用
申请步骤：
1. 访问 https://app.mem0.ai/dashboard/api-keys
2. 获取API密钥
3. 填入配置文件中",3,,,,
Memory_nomem,Memory,nomem,无记忆,1,1,"{""type"": ""nomem""}",,"无记忆配置说明：
1. 不保存对话历史
2. 每次对话都是独立的
3. 无需额外配置
4. 适合对隐私要求高的场景",1,,,,
TTS_ACGNTTS,TTS,ACGNTTS,ACGN语音合成,0,1,"{""url"": ""https://u95167-bd74-2aef8085.westx.seetacloud.com:8443/flashsummary/tts?token="", ""type"": ""ttson"", ""token"": """", ""format"": ""mp3"", ""emotion"": 1, ""to_lang"": ""ZH"", ""voice_id"": 1695, ""output_dir"": ""tmp/"", ""pitch_factor"": 0, ""speed_factor"": 1, ""volume_change_dB"": 0}",https://acgn.ttson.cn/,"ACGN TTS配置说明：
1. 需要在ttson平台购买token
2. 支持多种角色音色，当前配置使用角色ID：1695
3. 需要网络连接
4. 输出文件保存在tmp/目录
申请步骤：
1. 访问 https://acgn.ttson.cn/ 查看角色列表
2. 访问 www.ttson.cn 购买token
3. 填入配置文件中
开发相关疑问请提交至网站上的qq",12,,,,
TTS_AliyunStreamTTS,TTS,AliyunStreamTTS,阿里云语音合成(流式),0,1,"{""host"": ""nls-gateway-cn-beijing.aliyuncs.com"", ""type"": ""aliyun_stream"", ""token"": """", ""voice"": ""longxiaochun"", ""appkey"": """", ""format"": ""pcm"", ""volume"": 50, ""output_dir"": ""tmp/"", ""pitch_rate"": 0, ""sample_rate"": 16000, ""speech_rate"": 0, ""access_key_id"": """", ""access_key_secret"": """"}",https://nls-portal.console.aliyun.com/,"阿里云流式TTS配置说明：
1. 阿里云TTS和阿里云(流式)TTS的区别是：阿里云TTS是一次性合成，阿里云(流式)TTS是实时流式合成
2. 流式TTS具有更低的延迟和更好的实时性，适合语音交互场景
3. 需要在阿里云智能语音交互控制台创建应用并获取认证信息
4. 支持CosyVoice大模型音色，音质更加自然
5. 支持实时调节音量、语速、音调等参数
申请步骤：
1. 访问 https://nls-portal.console.aliyun.com/ 开通智能语音交互服务
2. 访问 https://nls-portal.console.aliyun.com/applist 创建项目并获取appkey
3. 访问 https://nls-portal.console.aliyun.com/overview 获取临时token（或配置access_key_id和access_key_secret自动获取）
4. 如需动态token管理，建议配置access_key_id和access_key_secret
5. 可选择北京、上海等不同地域的服务器以优化延迟
6. voice参数支持CosyVoice大模型音色，如longxiaochun、longyueyue等
如需了解更多参数配置，请参考：https://help.aliyun.com/zh/isi/developer-reference/real-time-speech-synthesis
",18,,,,
TTS_AliyunTTS,TTS,AliyunTTS,阿里云语音合成,0,1,"{""type"": ""aliyun"", ""token"": """", ""voice"": ""xiaoyun"", ""appkey"": """", ""output_dir"": ""tmp/"", ""access_key_id"": """", ""access_key_secret"": """"}",https://nls-portal.console.aliyun.com/,"阿里云TTS配置说明：
1. 需要在阿里云平台开通智能语音交互服务
2. 支持多种音色，当前配置使用xiaoyun
3. 需要网络连接
4. 输出文件保存在tmp/目录
申请步骤：
1. 访问 https://nls-portal.console.aliyun.com/ 开通服务
2. 访问 https://nls-portal.console.aliyun.com/applist 获取appkey
3. 访问 https://nls-portal.console.aliyun.com/overview 获取token
4. 填入配置文件中
注意：token是临时的24小时有效，长期使用需要配置access_key_id和access_key_secret",9,,,,
TTS_CosyVoiceSiliconflow,TTS,CosyVoiceSiliconflow,硅基流动语音合成,0,1,"{""type"": ""siliconflow"", ""model"": ""FunAudioLLM/CosyVoice2-0.5B"", ""voice"": ""FunAudioLLM/CosyVoice2-0.5B:alex"", ""output_dir"": ""tmp/"", ""access_token"": """", ""response_format"": ""wav""}",https://cloud.siliconflow.cn/account/ak,"硅基流动TTS配置说明：
1. 访问 https://cloud.siliconflow.cn/account/ak
2. 注册并获取API密钥
3. 填入配置文件中",3,,,,
TTS_CozeCnTTS,TTS,CozeCnTTS,Coze中文语音合成,0,1,"{""type"": ""cozecn"", ""voice"": ""7426720361733046281"", ""output_dir"": ""tmp/"", ""access_token"": """", ""response_format"": ""wav""}",https://www.coze.cn/open/oauth/pats,"Coze中文TTS配置说明：
1. 访问 https://www.coze.cn/open/oauth/pats
2. 获取个人令牌
3. 填入配置文件中",4,,,,
